ObjectClass	CommandType	CommandName	PraatUsage	SpecialFileTypes
Pitch	Create	Down to PitchTier	do ("Down to PitchTier")	headerless spreadsheet, PitchTier spreadsheet
Pitch	Create	To PointProcess	do ("To PointProcess")	NA
Pitch	Create	To Sound (pulses)	do ("To Sound (pulses)")	(Sound formats)
Pitch	Create	To Sound (hum)	do ("To Sound (hum)")	(Sound formats)
Pitch	Create	To Sound (sine)...	do ("To Sound (sine)...", 44100, "at nearest zero crossings")	(Sound formats)
Pitch	Create	To TextGrid...	do ("To TextGrid...", "Mary John bell", "bell")	chronological text
Pitch	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
Pitch	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
Pitch	Modify	Scale times by...	do ("Scale times by...", 2)	NA
Pitch	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
Pitch	Modify	Formula...	do ("Formula...", "self*2")	NA
Pitch	Play	Play pulses	do ("Play pulses")	NA
Pitch	Play	Hum	do ("Hum")	NA
Pitch	Query	Get start time	do ("Get start time")	NA
Pitch	Query	Get end time	do ("Get end time")	NA
Pitch	Query	Get total duration	do ("Get total duration")	NA
Pitch	Query	Get number of frames	do ("Get number of frames")	NA
Pitch	Query	Get time step	do ("Get time step")	NA
Pitch	Query	Get time from frame number...	do ("Get time from frame number...", 1)	NA
Pitch	Query	Get frame number from time...	do ("Get frame number from time...", 0.5)	NA
Pitch	Query	Count voiced frames	do ("Count voiced frames")	NA
Pitch	Query	Get value at time...	do ("Get value at time...", 0.5, "Hertz", "Linear")	NA
Pitch	Query	Get value in frame...	do ("Get value in frame...", 10, "Hertz")	NA
Pitch	Query	Get minimum...	do ("Get minimum...", 0, 0, "Hertz", "Parabolic")	NA
Pitch	Query	Get time of minimum...	do ("Get time of minimum...", 0, 0, "Hertz", "Parabolic")	NA
Pitch	Query	Get maximum...	do ("Get maximum...", 0, 0, "Hertz", "Parabolic")	NA
Pitch	Query	Get time of maximum...	do ("Get time of maximum...", 0, 0, "Hertz", "Parabolic")	NA
Pitch	Query	Get quantile...	do ("Get quantile...", 0, 0, 0.5, "Hertz")	NA
Pitch	Query	Get mean...	do ("Get mean...", 0, 0, "Hertz")	NA
Pitch	Query	Get standard deviation...	do ("Get standard deviation...", 0, 0, "Hertz")	NA
Pitch	Query	Get mean absolute slope...	do ("Get mean absolute slope...", "Hertz")	NA
Pitch	Query	Get slope without octave jumps	do ("Get slope without octave jumps")	NA
PitchTier	Create	To Pitch...	do ("To Pitch...", 0.02, 60, 400)	NA
PitchTier	Create	To PointProcess	do ("To PointProcess")	NA
PitchTier	Create	Down to PointProcess	do ("Down to PointProcess")	NA
PitchTier	Create	To Sound (pulse train)...	do ("To Sound (pulse train)...", 44100, 1, 0.05, 2000, "no")	(Sound formats)
PitchTier	Create	To Sound (phonation)...	do ("To Sound (phonation)...", 44100, 1, 0.05, 0.7, 0.03, 3, 4, "no")	(Sound formats)
PitchTier	Create	To Sound (sine)...	do ("To Sound (sine)...", 44100)	(Sound formats)
PitchTier	Create	Down to TableOfReal...	do ("Down to TableOfReal...", "Hertz")	headerless spreadsheet
PitchTier	Modify	Shift times by...	do ("Shift times by...", 0.5)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Scale times by...	do ("Scale times by...", 2)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Scale times to...	do ("Scale times to...", 0, 1)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Remove point...	do ("Remove point...", 1)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Remove point near...	do ("Remove point near...", 0.5)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Remove points between...	do ("Remove points between...", 0, 1)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Add point...	do ("Add point...", 0.5, 200)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Formula...	do ("Formula...", "self * 2")	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Stylize...	do ("Stylize...", 4, "Semitones")	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Interpolate quadratically...	do ("Interpolate quadratically...", 4, "Semitones")	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Shift frequencies...	do ("Shift frequencies...", 0, 1000, -20, "Hertz")	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Modify	Multiply frequencies...	do ("Multiply frequencies...", 0, 1000, 1.2)	headerless spreadsheet, PitchTier spreadsheet
PitchTier	Play	Play pulses	do ("Play pulses")	NA
PitchTier	Play	Hum	do ("Hum")	NA
PitchTier	Play	Play sine	do ("Play sine")	NA
PitchTier	Query	Get start time	do ("Get start time")	NA
PitchTier	Query	Get end time	do ("Get end time")	NA
PitchTier	Query	Get total duration	do ("Get total duration")	NA
PitchTier	Query	Get number of points	do ("Get number of points")	NA
PitchTier	Query	Get low index from time...	do ("Get low index from time...", 0.5)	NA
PitchTier	Query	Get high index from time...	do ("Get high index from time...", 0.5)	NA
PitchTier	Query	Get nearest index from time...	do ("Get nearest index from time...", 0.5)	NA
PitchTier	Query	Get time from index...	do ("Get time from index...", 10)	NA
PitchTier	Query	Get value at time...	do ("Get value at time...", 0.5)	NA
PitchTier	Query	Get value at index...	do ("Get value at index...", 10)	NA
PitchTier	Query	Get mean (curve)...	do ("Get mean (curve)...", 0, 0)	NA
PitchTier	Query	Get mean (points)...	do ("Get mean (points)...", 0, 0)	NA
PitchTier	Query	Get standard deviation (curve)...	do ("Get standard deviation (curve)...", 0, 0)	NA
PitchTier	Query	Get standard deviation (points)...	do ("Get standard deviation (points)...", 0, 0)	NA
PointProcess	Create	Up to IntensityTier...	do ("Up to IntensityTier...", 70)	NA
PointProcess	Create	To IntervalTier	do ("To IntervalTier")	Xwaves label
PointProcess	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
PointProcess	Create	To PitchTier...	do ("To PitchTier...", 0.02)	headerless spreadsheet, PitchTier spreadsheet
PointProcess	Create	Up to PitchTier...	do ("Up to PitchTier...", 190)	headerless spreadsheet, PitchTier spreadsheet
PointProcess	Create	To Sound (pulse train)...	do ("To Sound (pulse train)...", 44100, 1, 0.05, 2000)	(Sound formats)
PointProcess	Create	To Sound (phonation)...	do ("To Sound (phonation)...", 44100, 1, 0.05, 0.7, 0.03, 3, 4)	(Sound formats)
PointProcess	Create	To Sound (hum)	do ("To Sound (hum)")	(Sound formats)
PointProcess	Create	To TextGrid...	do ("To TextGrid...", "Mary John bell", "bell")	chronological text
PointProcess	Create	To TextGrid (vuv)...	do ("To TextGrid (vuv)...", 0.02, 0.01)	chronological text
PointProcess	Create	To TextTier	do ("To TextTier")	NA
PointProcess	Create	Up to TextTier...	do ("Up to TextTier...", "")	NA
PointProcess	Modify	Shift times by...	do ("Shift times by...", 0.5)	NA
PointProcess	Modify	Shift times to...	do ("Shift times to...", "start time", 0)	NA
PointProcess	Modify	Scale times by...	do ("Scale times by...", 2)	NA
PointProcess	Modify	Scale times to...	do ("Scale times to...", 0, 1)	NA
PointProcess	Modify	Add point...	do ("Add point...", 0.5)	NA
PointProcess	Modify	Remove point...	do ("Remove point...", 1)	NA
PointProcess	Modify	Remove point near...	do ("Remove point near...", 0.5)	NA
PointProcess	Modify	Remove points...	do ("Remove points...", 1, 10)	NA
PointProcess	Modify	Remove points between...	do ("Remove points between...", 0.3, 0.7)	NA
PointProcess	Modify	Fill...	do ("Fill...", 0, 0, 0.01)	NA
PointProcess	Modify	Voice...	do ("Voice...", 0.01, 0.02000000001)	NA
PointProcess	Play	Play as pulse train	do ("Play as pulse train")	NA
PointProcess	Play	Hum	do ("Hum")	NA
PointProcess	Query	Get start time	do ("Get start time")	NA
PointProcess	Query	Get end time	do ("Get end time")	NA
PointProcess	Query	Get total duration	do ("Get total duration")	NA
PointProcess	Query	Get number of points	do ("Get number of points")	NA
PointProcess	Query	Get low index...	do ("Get low index...", 0.5)	NA
PointProcess	Query	Get high index...	do ("Get high index...", 0.5)	NA
PointProcess	Query	Get nearest index...	do ("Get nearest index...", 0.5)	NA
PointProcess	Query	Get time from index...	do ("Get time from index...", 10)	NA
PointProcess	Query	Get interval...	do ("Get interval...", 0.5)	NA
PointProcess	Query	Get number of periods...	do ("Get number of periods...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get mean period...	do ("Get mean period...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get stdev period...	do ("Get stdev period...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get jitter (local)...	do ("Get jitter (local)...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get jitter (local, absolute)...	do ("Get jitter (local, absolute)...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get jitter (rap)...	do ("Get jitter (rap)...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get jitter (ppq5)...	do ("Get jitter (ppq5)...", 0, 0, 0.0001, 0.02, 1.3)	NA
PointProcess	Query	Get jitter (ddp)...	do ("Get jitter (ddp)...", 0, 0, 0.0001, 0.02, 1.3)	NA
Polygon	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Polygon	Modify	Translate...	do ("Translate...", 0, 0)	NA
Polygon	Modify	Rotate...	do ("Rotate...", 0, 0, 0)	NA
Polygon	Modify	Scale...	do ("Scale...", 0, 0)	NA
Polygon	Modify	Reverse X	do ("Reverse X")	NA
Polygon	Modify	Reverse Y	do ("Reverse Y")	NA
Polygon	Modify	Randomize	do ("Randomize")	NA
Polygon	Modify	Salesperson...	do ("Salesperson...", 1)	NA
Polygon	Query	Get number of points	do ("Get number of points")	NA
Polygon	Query	Get point (x)...	do ("Get point (x)...", 1)	NA
Polygon	Query	Get point (y)...	do ("Get point (y)...", 1)	NA
Polygon	Query	Get location of point...	do ("Get location of point...", 0, 0, 1.64e-015)	NA
Polynomial	Create	To Polynomial (derivative)	do ("To Polynomial (derivative)")	NA
Polynomial	Create	To Polynomial (primitive)	do ("To Polynomial (primitive)")	NA
Polynomial	Create	Scale x...	do ("Scale x...", -1, 1)	NA
Polynomial	Create	To Roots	do ("To Roots")	NA
Polynomial	Create	To Spectrum...	do ("To Spectrum...", 5000, 1025)	NA
Polynomial	Modify	Set domain...	do ("Set domain...", 0, 2)	NA
Polynomial	Modify	Set coefficient...	do ("Set coefficient...", 1, 0)	NA
Polynomial	Modify	Scale coefficients (monic)	do ("Scale coefficients (monic)")	NA
Polynomial	Query	Get number of coefficients	do ("Get number of coefficients")	NA
Polynomial	Query	Get coefficient...	do ("Get coefficient...", 1)	NA
Polynomial	Query	Get degree	do ("Get degree")	NA
Polynomial	Query	Get value...	do ("Get value...", 0)	NA
Polynomial	Query	Get value (complex)...	do ("Get value (complex)...", 0, 0)	NA
Polynomial	Query	Get minimum...	do ("Get minimum...", 0, 0)	NA
Polynomial	Query	Get x of minimum...	do ("Get x of minimum...", 0, 0)	NA
Polynomial	Query	Get maximum...	do ("Get maximum...", 0, 0)	NA
Polynomial	Query	Get x of maximum...	do ("Get x of maximum...", 0, 0)	NA
Polynomial	Query	Get area...	do ("Get area...", 0, 0)	NA
Procrustes	Create	Invert	do ("Invert")	NA
Procrustes	Create	Extract transformation matrix	do ("Extract transformation matrix")	headerless spreadsheet
Procrustes	Create	Extract translation vector	do ("Extract translation vector")	headerless spreadsheet
Procrustes	Query	Get scale	do ("Get scale")	NA
Procrustes	Query	Get translation element...	do ("Get translation element...", 1)	NA
Procrustes	Query	Get transformation element...	do ("Get transformation element...", 1, 1)	NA
ResultsMFC	Create	To Categories (stimuli)	do ("To Categories (stimuli)")	NA
ResultsMFC	Create	To Categories (responses)	do ("To Categories (responses)")	NA
ResultsMFC	Create	Remove unshared stimuli	do ("Remove unshared stimuli")	NA
ResultsMFC	Create	Collect to Table	do ("Collect to Table")	comma-separated, tab-separated
ResultsMFC	Query	Get number of trials	do ("Get number of trials")	NA
ResultsMFC	Query	Get stimulus...	do ("Get stimulus...", 1)	NA
ResultsMFC	Query	Get response...	do ("Get response...", 1)	NA
Roots	Create	To Spectrum...	do ("To Spectrum...", 5000, 1025)	NA
Roots	Modify	Set root...	do ("Set root...", 1, 0.7071067811865475, 0.7071067811865475)	NA
Roots	Query	Get number of roots	do ("Get number of roots")	NA
Roots	Query	Get root...	do ("Get root...", 1)	NA
Roots	Query	Get real part of root...	do ("Get real part of root...", 1)	NA
Roots	Query	Get imaginary part of root...	do ("Get imaginary part of root...", 1)	NA
Salience	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
Salience	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
Salience	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
Salience	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
Salience	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
Salience	Create	Extract rows where column...	do ("Extract rows where column...", 1, "equal to", 0)	headerless spreadsheet
Salience	Create	Extract rows where label...	do ("Extract rows where label...", "is equal to", "a")	headerless spreadsheet
Salience	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
Salience	Create	Extract column ranges...	do ("Extract column ranges...", "1")	headerless spreadsheet
Salience	Create	Extract columns where row...	do ("Extract columns where row...", 1, "equal to", 0)	headerless spreadsheet
Salience	Create	Extract columns where label...	do ("Extract columns where label...", "is equal to", "a")	headerless spreadsheet
Salience	Create	Extract columns where...	do ("Extract columns where...", "col mod 1 = 0")	headerless spreadsheet
Salience	Create	To TableOfReal	do ("To TableOfReal")	headerless spreadsheet
Salience	Modify	Formula...	do ("Formula...", "if col = 5 then self + self [6] else self fi")	headerless spreadsheet
Salience	Modify	Set value...	do ("Set value...", 1, 1, 0)	headerless spreadsheet
Salience	Modify	Sort by label...	do ("Sort by label...", 1, 0)	headerless spreadsheet
Salience	Modify	Sort by column...	do ("Sort by column...", 1, 0)	headerless spreadsheet
Salience	Modify	Remove row (index)...	do ("Remove row (index)...", 1)	headerless spreadsheet
Salience	Modify	Remove column (index)...	do ("Remove column (index)...", 1)	headerless spreadsheet
Salience	Modify	Insert row (index)...	do ("Insert row (index)...", 1)	headerless spreadsheet
Salience	Modify	Insert column (index)...	do ("Insert column (index)...", 1)	headerless spreadsheet
Salience	Modify	Set row label (index)...	do ("Set row label (index)...", 1, "")	headerless spreadsheet
Salience	Modify	Set row label (label)...	do ("Set row label (label)...", "", "")	headerless spreadsheet
Salience	Modify	Set column label (index)...	do ("Set column label (index)...", 1, "")	headerless spreadsheet
Salience	Modify	Set column label (label)...	do ("Set column label (label)...", "", "")	headerless spreadsheet
Salience	Modify	Normalize rows...	do ("Normalize rows...", 1)	headerless spreadsheet
Salience	Modify	Normalize columns...	do ("Normalize columns...", 1)	headerless spreadsheet
Salience	Modify	Normalize table...	do ("Normalize table...", 1)	headerless spreadsheet
Salience	Modify	Standardize rows	do ("Standardize rows")	headerless spreadsheet
Salience	Modify	Standardize columns	do ("Standardize columns")	headerless spreadsheet
Salience	Query	Get number of rows	do ("Get number of rows")	NA
Salience	Query	Get number of columns	do ("Get number of columns")	NA
Salience	Query	Get row label...	do ("Get row label...", 1)	NA
Salience	Query	Get column label...	do ("Get column label...", 1)	NA
Salience	Query	Get row index...	do ("Get row index...", "")	NA
Salience	Query	Get column index...	do ("Get column index...", "")	NA
Salience	Query	Get value...	do ("Get value...", 1, 1)	NA
Salience	Query	Get table norm	do ("Get table norm")	NA
ScalarProduct	Create	To Matrix	do ("To Matrix")	headerless spreadsheet, matrix text
ScalarProduct	Create	Extract row labels as Strings	do ("Extract row labels as Strings")	raw text
ScalarProduct	Create	Extract column labels as Strings	do ("Extract column labels as Strings")	raw text
ScalarProduct	Create	To Table...	do ("To Table...", "rowLabel")	comma-separated, tab-separated
ScalarProduct	Create	Extract row ranges...	do ("Extract row ranges...", "1 2")	headerless spreadsheet
ScalarProduct	Create	Extract rows where column...	do ("Extract rows where column...", 1, "equal to", 0)	headerless spreadsheet
ScalarProduct	Create	Extract rows where label...	do ("Extract rows where label...", "is equal to", "a")	headerless spreadsheet
ScalarProduct	Create	Extract rows where...	do ("Extract rows where...", "row mod 3 = 0")	headerless spreadsheet
ScalarProduct	Create	Extract column ranges...	do ("Extract column ranges...", "1 2")	headerless spreadsheet
ScalarProduct	Create	Extract columns where row...	do ("Extract columns where row...", 1, "not equal to", 0)	headerless spreadsheet
